"Y";"X1";"X2"
"1";"1";-0.195548057747997;-0.171612203745676
"2";"1";0.483974626708939;-0.0519728548573179
"3";"1";0.108271601740917;0.309358162124684
"4";"1";0.0136337184473324;-0.196742721877198
"5";"1";-0.757794933685465;-0.314466282217647
"6";"1";0.502558035472555;1.88351175854878
"7";"1";1.15743694166833;-0.679963975149419
"8";"1";0.0363762404178333;-0.362134373301024
"9";"1";0.399023524900394;0.302962643249739
"10";"1";-0.00017419275624817;0.0267573595568643
"11";"1";0.190199907760752;0.0124483574418012
"12";"1";-0.0247275463298482;-0.014804294473941
"13";"1";0.0758109710564152;0.100743511823512
"14";"1";0.301038869237248;-0.296177814163992
"15";"1";0.103494392277851;0.240688177695602
"16";"1";-0.519988860215606;0.753990331569424
"17";"1";-0.626321607585113;-0.360522586542089
"18";"1";-0.51040186775595;0.750141498905075
"19";"1";0.00574420320140122;-0.0822761514520935
"20";"1";0.693908838898701;-0.44582934894596
"21";"1";-0.202284708728666;0.358529740170048
"22";"1";-0.328138455827319;-1.33888357778465
"23";"1";-0.778955336647128;0.554683441378888
"24";"1";0.322503454703518;0.40835079448318
"25";"1";0.514009308116222;0.0823747864115517
"26";"1";-0.0050970521598051;-0.00974616734090668
"27";"1";0.657499597803948;0.809922299854934
"28";"1";0.0354232513448008;-0.307274911434771
"29";"1";0.557631449336945;0.71139966411815
"30";"1";-0.203659371643756;0.227991782330775
"31";"1";0.072517707941374;0.0767749276807873
"32";"1";-0.0914768604273601;-0.0268759186711872
"33";"1";-0.332739113233724;1.19285482093319
"34";"1";0.098751355693299;-0.0686129286545454
"35";"1";-1.25666419990533;1.99001150292561
"36";"1";-0.164965791625948;0.524823229750684
"37";"1";-0.00333166135922765;-0.0345737007619492
"38";"1";-2.55268818964262;1.27679107176499
"39";"1";-0.610442875153608;-0.661327167897022
"40";"1";1.32993823832719;0.495384484765055
"41";"1";0.485908866131099;0.320358656953452
"42";"1";-0.0809143373940142;0.356300514882545
"43";"1";-0.038472220318351;0.126199194675126
"44";"1";0.330841935921413;0.0270638341680648
"45";"1";0.0614079791058256;0.0149015201440093
"46";"1";0.386959821770414;1.35656748599597
"47";"1";-0.949814339928536;-0.568423097710512
"48";"1";-0.0453976991707465;0.931325566337646
"49";"1";-0.238916240674782;0.370116331661259
"50";"1";0.00853029707868259;0.0068847061358827
"51";"1";-0.025252860553085;0.145801366531683
"52";"1";-0.526947811006593;-1.35084457342365
"53";"1";0.843350355895023;-0.399897248270449
"54";"1";0.587138338077701;0.0179993161302909
"55";"1";0.861645445219663;-0.436404892285065
"56";"1";0.126416354885624;-0.384327960724284
"57";"1";0.0967320437021948;-1.11042062678661
"58";"1";1.17453660478216;0.474534358123522
"59";"1";-1.57491848869351;0.466424950989507
"60";"1";-0.0272868748575379;0.00378927402810656
"61";"1";-0.0364186505316223;-0.0274021295893108
"62";"1";0.301251040306086;0.673417573927026
"63";"1";0.455926417820234;0.0325969832413737
"64";"1";0.189173962660756;0.131324620499725
"65";"1";-1.06046966639304;0.391443844820214
"66";"1";0.811296535743127;0.846828368711239
"67";"1";0.0904061984224283;0.0729504847655073
"68";"1";-0.175564656937302;0.150898294474896
"69";"1";0.895129115659229;-1.05230047182545
"70";"1";-0.99507162230712;-0.642850695096402
"71";"1";0.0856208521238769;-0.00484500104435321
"72";"1";-0.00267496689005851;0.06955687758504
"73";"1";-1.51721511270538;0.467137626359579
"74";"1";-0.4028998270901;0.241351658276647
"75";"1";-0.308625736348474;-0.350641362871227
"76";"1";0.991879858327482;-0.463268387397226
"77";"1";-1.09632720241095;0.174858725880685
"78";"1";0.0328201135531384;0.0369309921043963
"79";"1";0.21117044669586;-0.100331523952109
"80";"1";-0.22039832441335;1.10774802417826
"81";"1";0.547863912513588;-0.305649998270952
"82";"1";0.83217619550875;0.108263210727965
"83";"1";-0.310655979730499;0.437261973840935
"84";"1";0.0704047360525409;-0.0113131781949613
"85";"1";0.316432814110922;-0.616235811692901
"86";"1";-1.19916898390661;0.654303300516057
"87";"1";-0.0803305081769062;-0.167661459015004
"88";"1";-0.18961005016045;0.272244232471664
"89";"1";0.132896193039395;-0.945145198076338
"90";"1";-0.697725514218941;-0.247491737877443
"91";"1";-0.143625335428618;-0.323579752790138
"92";"1";-1.3869174794332;0.604456060929427
"93";"1";-0.0635533144348041;-0.0949127676413107
"94";"1";-0.518942910384996;1.11403406581933
"95";"1";0.688123939885102;0.11819758114851
"96";"1";0.308626031355675;-0.133537947018663
"97";"1";-0.282658756252807;-0.44992846293251
"98";"1";-0.135669473853932;-0.110251848195378
"99";"1";-0.146781223579018;0.115806442456928
"100";"1";-0.132031987630311;0.634961990543946
"101";"-1";-0.910070214667079;-3.85330333630955
"102";"-1";-2.71113240614409;-3.59837895691656
"103";"-1";-2.98245940565293;4.53362604637358
"104";"-1";-4.09652030993036;2.12496161434553
"105";"-1";-4.39331756506936;-0.0597926211122473
"106";"-1";-0.873860297798036;4.98592702622636
"107";"-1";0.0274900908576082;3.27941669943281
"108";"-1";-2.75094463025571;3.25266955681538
"109";"-1";-3.97834599881385;1.19973951741855
"110";"-1";-1.79051108695025;3.00920261860363
"111";"-1";2.43082378339294;-1.41478172262207
"112";"-1";-0.452773864345511;1.67659666132272
"113";"-1";1.0267884625301;3.21769185130024
"114";"-1";2.83214196970219;0.614805782606669
"115";"-1";4.20741862886825;-1.94853757357677
"116";"-1";-3.56173241227957;1.48564709710194
